epoch,loss,hidden_norm,embed_norm,eval_loss,eval_ppl
1,2.0659098625183105,2.072727680206299,2.0761878490448,0.21905680000782013,1.2449020147323608
2,2.073014974594116,2.074774980545044,2.0663609504699707,0.23403041064739227,1.2636829614639282
3,2.076996326446533,2.08980655670166,2.0786750316619873,0.21955709159374237,1.2455250024795532
4,2.104698657989502,2.0735769271850586,2.0931777954101562,0.2120378017425537,1.2361946105957031
5,2.090414524078369,2.0952064990997314,2.0980825424194336,0.22801823914051056,1.256108283996582
6,2.0836589336395264,2.096541404724121,2.084104299545288,0.23163874447345734,1.2606642246246338
7,2.091054677963257,2.095717668533325,2.0902836322784424,0.22656624019145966,1.2542856931686401
8,2.1058216094970703,2.0881500244140625,2.1025166511535645,0.21187789738178253,1.235996961593628
9,2.105998992919922,2.0988826751708984,2.100882053375244,0.22796502709388733,1.256041407585144
10,2.1178317070007324,2.103163242340088,2.1036479473114014,0.2226898968219757,1.2494330406188965
